id,hindi,english
1437,उसने कहा कि वह खुश थी।,She said that she was happy.
1438,उसने सौ डॉलर बचा लिए।,She saved a hundred dollars.
1439,उसका पर्स उससे चुरा लिया गया।,She was robbed of her purse.
1440,वह अपने बालों को जूड़े में बाँधती है।,She wears her hair in a bun.
1441,यहाँ धूम्रपान करना मना है।,Smoking is not allowed here.
1442,सिपाहियों को खतरे से खेलने की आदत होती है।,Soldiers are used to danger.
1443,किसी ने दरवाज़े पर खटखटाया।,Someone knocked on the door.
1444,मेक्सिको में स्पैनिश बोली जाती है।,Spanish is spoken in Mexico.
1445,अंग्रेज़ी बोलना आसान नहीं है।,Speaking English isn't easy.
1446,शांति से खड़े रहो।,Stand still and keep silent.
1447,अपने मोज़े उतारिए।,"Take off your socks, please."
1448,दस घर जलकर राख हो गए।,Ten houses were burned down.
1449,उस दिन के लिए बहुत बहुत धन्यवाद।,Thank you for the other day.
1450,"डॉक्टर साहब, आपका बहुत बहुत धन्यवाद।","Thank you very much, doctor."
